# Cases Age [0-9],# Cases Age [10-19],# Cases Age [20-29],# Cases Age [30-39],# Cases Age [40-49],# Cases Age [50-59],# Cases Age [60-69],# Cases Age [70-79],# Cases Age [80 and older],# Confirmed Cases Age [0-9],# Confirmed Cases Age [10-19],# Confirmed Cases Age [20-29],# Confirmed Cases Age [30-39],# Confirmed Cases Age [40-49],# Confirmed Cases Age [50-59],# Confirmed Cases Age [60-69],# Confirmed Cases Age [70-79],# Confirmed Cases Age [80 and older],# Confirmed Deaths Age [0-9],# Confirmed Deaths Age [10-19],# Confirmed Deaths Age [20-29],# Confirmed Deaths Age [30-39],# Confirmed Deaths Age [40-49],# Confirmed Deaths Age [50-59],# Confirmed Deaths Age [60-69],# Confirmed Deaths Age [70-79],# Confirmed Deaths Age [80 and older],# Deaths Age [0-9],# Deaths Age [10-19],# Deaths Age [20-29],# Deaths Age [30-39],# Deaths Age [40-49],# Deaths Age [50-59],# Deaths Age [60-69],# Deaths Age [70-79],# Deaths Age [80 and older],# Probable Cases Age [0-9],# Probable Cases Age [10-19],# Probable Cases Age [20-29],# Probable Cases Age [30-39],# Probable Cases Age [40-49],# Probable Cases Age [50-59],# Probable Cases Age [60-69],# Probable Cases Age [70-79],# Probable Cases Age [80 and older],# Probable Deaths Age [0-9],# Probable Deaths Age [10-19],# Probable Deaths Age [20-29],# Probable Deaths Age [30-39],# Probable Deaths Age [40-49],# Probable Deaths Age [50-59],# Probable Deaths Age [60-69],# Probable Deaths Age [70-79],# Probable Deaths Age [80 and older],Reported Date
848,2023,6707,7419,7211,8510,6901,4567,7075,825,1950,6497,7249,7017,8268,6692,4332,6413,1,1,4,21,45,152,463,804,2081,1,1,4,21,57,182,546,971,2674,23,73,210,170,194,242,209,235,662,0,0,0,0,12,30,83,167,593,2020-08-18 00:00:00
856,2035,6733,7436,7225,8529,6910,4575,7080,833,1962,6520,7264,7032,8285,6701,4341,6418,1,1,4,21,45,152,463,804,2081,1,1,4,21,57,182,546,971,2675,23,73,213,172,193,244,209,234,662,0,0,0,0,12,30,83,167,594,2020-08-19 00:00:00
862,2050,6751,7442,7237,8540,6919,4578,7087,839,1975,6536,7268,7042,8293,6709,4344,6425,1,1,4,21,45,153,463,805,2081,1,1,4,21,57,183,546,972,2675,23,75,215,174,195,247,210,234,662,0,0,0,0,12,30,83,167,594,2020-08-20 00:00:00
890,2124,6872,7533,7305,8606,6940,4594,7094,864,2046,6648,7351,7106,8359,6730,4358,6432,1,1,4,21,45,153,463,805,2081,1,1,4,21,57,183,546,972,2675,26,78,224,182,199,247,210,236,662,0,0,0,0,12,30,83,167,594,2020-08-23 00:00:00
894,2129,6884,7542,7308,8611,6944,4594,7090,868,2051,6659,7361,7108,8364,6734,4358,6432,1,1,4,21,45,153,463,808,2084,1,1,4,21,57,183,546,975,2675,26,78,225,181,200,247,210,236,658,0,0,0,0,12,30,83,167,591,2020-08-24 00:00:00
904,2152,6936,7573,7338,8633,6958,4598,7094,878,2072,6704,7390,7138,8384,6746,4361,6435,1,1,4,21,45,153,463,806,2085,1,1,4,21,57,183,546,974,2676,26,80,232,183,200,249,212,237,659,0,0,0,0,12,30,83,168,591,2020-08-25 00:00:00
912,2178,6965,7600,7351,8650,6969,4602,7096,885,2096,6733,7415,7150,8399,6757,4364,6437,1,1,4,21,45,153,463,807,2084,1,1,4,21,57,183,547,975,2676,27,82,232,185,201,251,212,238,659,0,0,0,0,12,30,84,168,592,2020-08-26 00:00:00
922,2210,7004,7622,7366,8662,6978,4606,7098,895,2125,6764,7435,7165,8411,6766,4368,6439,1,1,4,21,45,153,463,807,2084,1,1,4,21,57,183,547,975,2676,27,85,240,187,201,251,212,238,659,0,0,0,0,12,30,84,168,592,2020-08-27 00:00:00
941,2273,7102,7692,7417,8717,6994,4610,7106,915,2187,6856,7503,7212,8459,6782,4373,6447,1,1,4,21,45,153,463,807,2085,1,1,4,21,57,183,547,974,2677,26,86,246,189,205,258,212,237,659,0,0,0,0,12,30,84,167,592,2020-08-30 00:00:00
945,2291,7144,7718,7422,8732,6999,4618,7110,919,2206,6898,7529,7218,8475,6787,4381,6451,1,1,4,21,45,153,463,808,2085,1,1,4,21,57,183,547,975,2677,26,85,246,189,204,257,212,237,659,0,0,0,0,12,30,84,167,592,2020-08-31 00:00:00
949,2314,7161,7737,7433,8746,7008,4621,7112,922,2226,6913,7549,7228,8488,6796,4384,6453,1,1,4,21,45,153,463,809,2085,1,1,4,21,57,183,547,976,2677,27,88,248,188,205,258,212,237,659,0,0,0,0,12,30,84,167,592,2020-09-01 00:00:00
953,2331,7188,7748,7444,8760,7017,4623,7118,926,2241,6939,7560,7240,8501,6805,4386,6459,1,1,4,21,45,153,464,809,2085,1,1,4,21,57,183,548,976,2677,27,90,249,188,204,259,212,237,659,0,0,0,0,12,30,84,167,592,2020-09-02 00:00:00
960,2357,7234,7764,7465,8779,7028,4630,7121,932,2267,6981,7574,7258,8520,6815,4393,6462,1,1,4,21,45,153,464,809,2085,1,1,4,21,57,183,548,976,2677,28,90,253,190,207,259,213,237,659,0,0,0,0,12,30,84,167,592,2020-09-03 00:00:00
972,2438,7355,7832,7499,8829,7051,4648,7131,944,2337,7091,7629,7289,8567,6837,4410,6471,1,1,4,21,46,154,466,810,2086,1,1,4,21,58,184,550,977,2678,28,101,264,203,210,262,214,238,660,0,0,0,0,12,30,84,167,592,2020-09-07 00:00:00
975,2459,7383,7845,7504,8840,7053,4649,7136,947,2350,7114,7640,7294,8577,6838,4411,6476,1,1,4,21,46,154,466,810,2086,1,1,4,21,58,184,550,977,2678,28,109,269,205,210,263,215,238,660,0,0,0,0,12,30,84,167,592,2020-09-08 00:00:00
981,2490,7455,7874,7535,8864,7072,4654,7141,952,2382,7180,7667,7324,8599,6857,4416,6481,1,1,4,21,46,154,468,811,2087,1,1,4,21,58,184,552,978,2679,29,108,275,207,211,265,215,238,660,0,0,0,0,12,30,84,167,592,2020-09-09 00:00:00
993,2540,7528,7905,7567,8887,7079,4657,7143,964,2427,7250,7700,7349,8620,6864,4419,6483,1,1,4,21,46,154,468,811,2089,1,1,4,21,58,184,552,978,2681,29,113,278,205,218,267,215,238,660,0,0,0,0,12,30,84,167,592,2020-09-10 00:00:00
1026,2637,7677,8003,7627,8960,7108,4678,7152,996,2518,7383,7794,7407,8691,6894,4436,6486,1,1,4,21,46,153,468,811,2085,1,1,4,21,58,184,552,981,2683,30,119,294,209,220,269,214,242,666,0,0,0,0,12,31,84,170,598,2020-09-13 00:00:00
1034,2663,7710,8023,7646,8972,7124,4679,7153,1004,2544,7422,7814,7426,8704,6910,4437,6487,1,1,4,21,46,153,468,811,2085,1,1,4,21,58,184,552,981,2683,30,119,288,209,220,268,214,242,666,0,0,0,0,12,31,84,170,598,2020-09-14 00:00:00
1042,2684,7734,8044,7669,8991,7131,4685,7159,1012,2559,7442,7829,7446,8720,6917,4442,6492,1,1,4,21,46,153,468,812,2086,1,1,4,21,58,184,552,982,2684,30,125,292,215,223,271,214,243,667,0,0,0,0,12,31,84,170,598,2020-09-15 00:00:00
1059,2725,7781,8088,7698,9012,7151,4686,7159,1030,2599,7486,7869,7471,8741,6937,4443,6492,1,1,4,21,46,153,469,811,2087,1,1,4,21,58,184,553,981,2685,29,126,295,219,227,271,214,243,667,0,0,0,0,12,31,84,170,598,2020-09-16 00:00:00
1075,2743,7818,8102,7723,9026,7159,4691,7163,1045,2614,7520,7882,7495,8754,6945,4448,6496,1,1,4,21,46,153,469,813,2089,1,1,4,21,58,184,553,983,2687,30,129,298,220,228,272,214,243,667,0,0,0,0,12,31,84,170,598,2020-09-17 00:00:00
1106,2818,7928,8180,7784,9099,7197,4712,7172,1074,2686,7618,7959,7555,8824,6982,4469,6505,1,1,4,21,46,154,470,814,2089,1,1,4,21,58,185,554,984,2687,32,132,310,221,229,275,215,243,667,0,0,0,0,12,31,84,170,598,2020-09-20 00:00:00
1111,2845,7961,8191,7804,9121,7207,4719,7173,1079,2711,7647,7969,7570,8844,6992,4476,6506,1,1,4,21,46,154,470,814,2090,1,1,4,21,58,185,554,984,2688,32,134,314,222,234,277,215,243,667,0,0,0,0,12,31,84,170,598,2020-09-21 00:00:00
1121,2868,7993,8220,7824,9139,7221,4724,7177,1088,2733,7681,7999,7592,8862,7005,4480,6509,1,1,4,21,46,154,470,814,2090,1,1,4,21,58,185,554,984,2689,33,135,312,221,232,277,216,244,668,0,0,0,0,12,31,84,170,599,2020-09-22 00:00:00
1126,2884,8018,8251,7851,9166,7240,4726,7182,1093,2747,7705,8027,7616,8886,7023,4482,6514,1,1,4,21,46,154,471,814,2091,1,1,4,21,58,185,555,984,2690,33,137,313,224,235,280,217,244,668,0,0,0,0,12,31,84,170,599,2020-09-23 00:00:00
1128,2903,8044,8268,7865,9186,7254,4728,7183,1095,2764,7727,8042,7630,8905,7034,4484,6515,1,1,4,21,46,154,471,814,2092,1,1,4,21,58,186,555,984,2691,33,139,317,226,235,281,220,244,668,0,0,0,0,12,32,84,170,599,2020-09-24 00:00:00
1165,2975,8173,8348,7933,9258,7298,4751,7218,1130,2832,7851,8113,7693,8972,7077,4506,6549,1,1,4,21,46,154,472,814,2093,1,1,4,21,58,186,556,984,2692,35,143,322,235,240,286,221,245,669,0,0,0,0,12,32,84,170,599,2020-09-27 00:00:00
1174,3007,8224,8379,7950,9278,7310,4759,7221,1139,2862,7900,8142,7710,8992,7089,4514,6552,1,1,4,21,46,154,472,814,2095,1,1,4,21,58,186,556,984,2694,35,145,324,237,240,286,221,245,669,0,0,0,0,12,32,84,170,599,2020-09-28 00:00:00
1195,3037,8270,8415,7982,9302,7323,4773,7226,1159,2887,7946,8177,7738,9016,7103,4528,6556,1,1,4,21,46,154,473,815,2095,1,1,4,21,58,186,557,985,2695,36,150,324,238,244,286,220,245,670,0,0,0,0,12,32,84,170,600,2020-09-29 00:00:00
1208,3062,8311,8451,8006,9327,7331,4787,7232,1170,2907,7985,8211,7759,9039,7112,4542,6562,1,1,4,21,46,156,473,816,2095,1,1,4,21,58,188,557,986,2695,38,155,326,240,247,288,219,245,670,0,0,0,0,12,32,84,170,600,2020-09-30 00:00:00
1240,3189,8465,8526,8059,9379,7363,4811,7237,1202,3035,8142,8285,7813,9090,7144,4565,6566,1,1,4,21,46,156,473,816,2096,1,1,4,21,58,188,557,986,2697,38,154,323,241,246,289,219,246,671,0,0,0,0,12,32,84,170,601,2020-10-01 00:00:00
1294,3270,8630,8697,8162,9466,7446,4843,7285,1255,3121,8312,8456,7926,9180,7226,4599,6613,2102,1,1,4,21,48,154,474,814,2702,1,1,4,21,60,185,558,985,39,149,318,241,236,286,220,244,672,0,0,0,0,12,31,84,171,600,2020-10-04 00:00:00
1303,3292,8651,8727,8169,9475,7458,4854,7285,1264,3148,8334,8485,7931,9189,7236,4609,6614,1,1,4,21,48,155,475,814,2104,1,1,4,21,60,186,559,985,2704,39,144,317,242,238,286,222,245,671,0,0,0,0,12,31,84,171,600,2020-10-05 00:00:00
1305,3319,8708,8729,8200,9500,7449,4864,7263,1266,3176,8390,8492,7960,9216,7227,4618,6594,1,1,4,21,48,157,474,815,2103,1,1,4,21,60,189,558,985,2703,39,143,318,237,240,284,222,246,669,0,0,0,0,12,32,84,170,600,2020-10-06 00:00:00
1322,3376,8787,8793,8261,9553,7479,4876,7273,1284,3231,8468,8551,8019,9269,7255,4631,6604,1,1,4,21,48,157,474,818,2105,1,1,4,21,60,189,558,988,2705,38,145,319,242,242,284,224,245,669,0,0,0,0,12,32,84,170,600,2020-10-07 00:00:00
1337,3418,8844,8839,8300,9592,7497,4893,7291,1298,3269,8522,8591,8052,9307,7272,4648,6620,1,1,4,21,48,157,474,818,2107,1,1,4,21,60,189,558,988,2708,39,149,322,248,248,285,225,245,671,0,0,0,0,12,32,84,170,601,2020-10-08 00:00:00
1410,3585,9198,9041,8467,9756,7606,4942,7342,1372,3432,8860,8796,8224,9469,7380,4696,6672,1,1,4,21,48,157,474,819,2108,1,1,4,21,60,189,558,989,2709,38,153,338,245,243,287,226,246,670,0,0,0,0,12,32,84,170,601,2020-10-11 00:00:00
1429,3618,9268,9089,8517,9805,7632,4958,7350,1391,3464,8930,8844,8273,9518,7404,4712,6679,1,1,4,21,48,157,474,819,2109,1,1,4,21,60,189,558,989,2710,38,154,338,245,244,287,228,246,671,0,0,0,0,12,32,84,170,601,2020-10-12 00:00:00
1432,3631,9297,9117,8535,9835,7655,4969,7359,1393,3475,8958,8868,8289,9545,7424,4722,6688,1,1,4,21,48,157,476,820,2109,1,1,4,21,60,189,560,991,2710,39,156,339,249,246,290,231,247,671,0,0,0,0,12,32,84,171,601,2020-10-13 00:00:00
1441,3655,9329,9147,8555,9850,7666,4977,7377,1402,3497,8983,8889,8304,9558,7435,4727,6706,1,1,4,21,48,157,476,821,2111,1,1,4,21,60,189,560,992,2712,39,158,346,258,251,292,231,250,671,0,0,0,0,12,32,84,171,601,2020-10-14 00:00:00
1478,3739,9485,9292,8681,9961,7749,5004,7411,1439,3578,9136,9031,8430,9665,7515,4754,6739,1,1,4,21,48,157,476,821,2112,1,1,4,21,60,189,560,992,2714,39,161,349,261,251,296,234,250,672,0,0,0,0,12,32,84,171,602,2020-10-15 00:00:00
1537,3895,9752,9492,8830,10129,7856,5049,7451,1495,3728,9391,9215,8573,9819,7622,4798,6778,1,1,4,21,48,157,479,825,2116,1,1,4,21,60,189,563,996,2719,42,167,361,277,257,310,234,251,673,0,0,0,0,12,32,84,171,603,2020-10-18 00:00:00
1559,3935,9835,9557,8893,10194,7906,5076,7470,1517,3768,9468,9283,8631,9883,7669,4827,6795,1,1,4,21,47,158,479,828,2119,1,1,4,21,59,190,563,999,2721,42,167,367,274,262,311,237,249,675,0,0,0,0,12,32,84,171,602,2020-10-19 00:00:00
1582,3977,9920,9642,8959,10246,7936,5092,7487,1539,3808,9554,9361,8690,9936,7697,4842,6812,1,1,4,21,48,159,479,829,2124,1,1,4,21,60,191,563,1000,2726,43,169,366,281,269,310,239,250,675,0,0,0,0,12,32,84,171,602,2020-10-20 00:00:00
1605,4043,10035,9722,9024,10317,7984,5112,7506,1558,3883,9667,9437,8748,9999,7742,4859,6831,1,1,4,21,48,159,479,830,2124,1,1,4,21,60,191,563,1002,2726,47,160,368,285,276,318,242,253,675,0,0,0,0,12,32,84,172,602,2020-10-21 00:00:00
1647,4115,10186,9860,9114,10412,8037,5130,7526,1600,3953,9804,9560,8832,10090,7794,4876,6848,1,1,4,21,48,159,479,831,2130,1,1,4,21,60,191,563,1003,2733,47,162,382,300,282,322,243,254,678,0,0,0,0,12,32,84,172,603,2020-10-22 00:00:00
1779,4345,10598,10198,9395,10702,8236,5230,7591,1725,4178,10221,9903,9117,10378,7993,4977,6910,1,1,4,21,48,158,480,833,2137,1,1,4,21,60,190,564,1005,2743,54,167,377,295,278,324,243,253,681,0,0,0,0,12,32,84,172,606,2020-10-25 00:00:00
1801,4397,10712,10300,9465,10779,8296,5255,7607,1742,4225,10322,9994,9176,10449,8050,5001,6923,1,1,4,21,48,159,481,835,2137,1,1,4,21,60,191,565,1006,2746,59,172,390,306,289,330,246,254,684,0,0,0,0,12,32,84,171,609,2020-10-26 00:00:00
1834,4442,10782,10389,9537,10858,8347,5276,7637,1774,4267,10386,10072,9243,10522,8099,5021,6954,1,1,4,21,48,159,483,838,2142,1,1,4,21,60,191,567,1009,2750,60,175,396,317,294,336,248,255,683,0,0,0,0,12,32,84,171,608,2020-10-27 00:00:00
1913,4610,11098,10624,9736,11039,8422,5317,7662,1817,4329,10506,10153,9324,10599,8134,5044,6971,1,1,4,22,48,159,484,838,2145,1,1,4,22,60,191,568,1009,2753,96,281,592,471,412,440,288,273,691,0,0,0,0,12,32,84,171,608,2020-10-28 00:00:00
1944,4688,11278,10750,9832,11153,8502,5352,7683,1846,4393,10652,10246,9409,10688,8201,5076,6989,1,1,4,22,48,159,486,839,2148,1,1,4,22,60,191,570,1010,2757,98,295,626,504,423,465,301,276,694,0,0,0,0,12,32,84,171,609,2020-10-29 00:00:00
2109,5012,11810,11254,10205,11504,8708,5480,7752,1984,4657,11106,10674,9742,11001,8387,5201,7056,1,1,4,23,48,159,488,840,2154,1,1,4,23,60,191,573,1011,2763,125,355,704,580,463,503,321,279,696,0,0,0,0,12,32,85,171,609,2020-11-01 00:00:00
2173,5115,12012,11440,10351,11650,8789,5516,7773,2046,4751,11292,10852,9879,11134,8462,5235,7077,1,1,4,23,48,161,490,841,2157,1,1,4,23,60,193,575,1012,2766,127,364,720,588,472,516,327,281,696,0,0,0,0,12,32,85,171,609,2020-11-02 00:00:00
2208,5176,12115,11535,10422,11732,8831,5546,7784,2078,4806,11389,10935,9950,11209,8503,5262,7088,1,1,4,23,48,161,493,843,2162,1,1,4,23,60,193,578,1014,2771,130,370,726,600,472,523,328,284,696,0,0,0,0,12,32,85,171,609,2020-11-03 00:00:00
2288,5377,12462,11812,10641,11957,8977,5642,7871,2141,4950,11604,11100,10078,11351,8579,5306,7134,1,1,4,23,48,162,493,844,2168,1,1,4,23,61,194,578,1016,2778,147,427,858,712,563,606,398,336,737,0,0,0,0,13,32,85,172,610,2020-11-04 00:00:00
2353,5509,12677,11979,10801,12125,9054,5692,7901,2202,5064,11778,11251,10227,11498,8655,5352,7160,1,1,4,23,48,162,495,846,2177,1,1,4,23,61,195,580,1018,2788,151,445,899,728,574,627,399,340,741,0,0,0,0,13,33,85,172,611,2020-11-05 00:00:00
2526,5976,13419,12508,11261,12562,9330,5828,8017,2364,5488,12428,11727,10658,11913,8910,5480,7268,1,1,4,23,49,163,498,852,2187,1,1,4,23,62,196,585,1025,2800,162,488,991,781,603,649,420,348,749,0,0,0,0,13,33,87,173,613,2020-11-08 00:00:00
2613,6146,13749,12780,11450,12776,9454,5909,8075,2449,5653,12748,11986,10845,12108,9023,5557,7319,1,1,4,23,49,163,499,852,2193,1,1,4,23,62,197,587,1025,2807,164,493,1001,794,605,668,431,352,756,0,0,0,0,13,34,88,173,614,2020-11-09 00:00:00
2718,6357,14142,13081,11691,13031,9591,5989,8106,2549,5847,13119,12263,11068,12333,9151,5635,7348,1,1,4,23,49,164,499,855,2195,1,1,4,23,62,199,588,1028,2810,169,510,1023,818,623,698,440,354,758,0,0,0,0,13,35,89,173,615,2020-11-10 00:00:00
2760,6523,14391,13254,11842,13189,9692,6050,8162,2581,5966,13315,12390,11176,12451,9235,5686,7396,1,1,4,23,50,165,500,854,2200,1,1,4,23,63,200,592,1028,2814,179,557,1076,864,666,738,457,364,766,0,0,0,0,13,35,92,174,614,2020-11-11 00:00:00
2909,6881,15016,13719,12234,13540,9930,6144,8236,2726,6318,13910,12826,11555,12788,9469,5775,7467,1,1,4,23,50,164,500,860,2204,1,1,4,23,64,199,592,1034,2819,183,563,1106,893,679,752,461,369,769,0,0,0,0,14,35,92,174,615,2020-11-12 00:00:00
3188,7540,15859,14424,12894,14257,10367,6344,8374,2995,6926,14683,13487,12191,13468,9881,5963,7602,1,1,4,23,50,164,503,863,2218,1,1,4,23,64,199,594,1037,2836,193,614,1176,937,703,789,486,381,772,0,0,0,0,14,35,91,174,618,2020-11-15 00:00:00
3256,7756,16199,14716,13137,14510,10527,6415,8433,3056,7103,14925,13729,12374,13673,10016,6026,7654,1,1,4,23,50,165,503,867,2225,1,1,4,23,64,200,594,1041,2843,200,653,1274,987,763,837,511,389,779,0,0,0,0,14,35,91,174,618,2020-11-16 00:00:00
3385,8013,16605,15014,13404,14816,10739,6513,8502,3183,7346,15313,14012,12635,13967,10215,6117,7720,1,1,4,23,50,166,505,869,2230,1,1,4,23,64,201,596,1043,2851,202,667,1292,1002,769,849,524,396,782,0,0,0,0,14,35,91,174,621,2020-11-17 00:00:00
3526,8294,17031,15384,13730,15185,10974,6623,8595,3315,7590,15697,14329,12921,14309,10421,6212,7808,1,1,4,23,50,166,507,870,2240,1,1,4,23,64,201,599,1047,2865,211,704,1334,1055,809,876,553,411,787,0,0,0,0,14,35,92,177,625,2020-11-18 00:00:00
3626,8590,17437,15745,14019,15490,11159,6700,8662,3410,7851,16039,14624,13159,14588,10596,6270,7865,1,1,4,23,51,167,508,874,2249,1,1,4,23,65,202,599,1055,2878,216,739,1398,1121,860,902,563,430,797,0,0,0,0,14,35,91,181,629,2020-11-19 00:00:00
3955,9266,18413,16558,14749,16293,11665,6941,8858,3719,8475,16923,15377,13837,15327,11069,6514,8048,1,1,4,23,53,167,516,882,2268,1,1,4,23,67,202,609,1063,2901,236,791,1490,1181,912,966,596,427,810,0,0,0,0,14,35,93,181,633,2020-11-22 00:00:00
3972,9321,18502,16646,14834,16385,11714,6971,8891,3737,8526,17007,15459,13922,15413,11116,6544,8072,1,1,4,23,53,168,518,884,2270,1,1,5,23,67,203,611,1065,2905,235,795,1495,1187,912,972,598,427,819,0,0,1,0,14,35,93,181,635,2020-11-23 00:00:00
4099,9566,18805,16982,15078,16652,11904,7053,8967,3855,8753,17286,15779,14148,15660,11292,6616,8127,1,1,4,24,54,170,522,892,2289,1,1,5,24,68,205,616,1075,2931,244,813,1519,1203,930,992,612,437,840,0,0,1,0,14,35,94,183,642,2020-11-24 00:00:00
