state,stateAbbrev,date,Hospitalizations,Deaths,Cases,Tested,Age_Cases [0-17],Age_Cases [18-59],Age_Cases [60+],Age_Cases [Unknown],Sex_Cases [Female],Sex_Cases [Unknown],Sex_Cases [Male],Race_Cases [American Indian/Alaska Native],Race_Cases [Asian],Race_Cases [African-American/Black],Race_Cases [Native Hawaiian/Pacific Islander],Race_Cases [Other],Race_Cases [Unknown],Race_Cases [White],Ethnicity_Cases [Hispanic/Latino],Ethnicity_Cases [Non-Hispanic/Latino],Ethnicity_Cases [Unknown],Race_Deaths [American Indian/Alaska Native],Race_Deaths [Asian],Race_Deaths [African-American/Black],Race_Deaths [Native Hawaiian/Pacific Islander],Race_Deaths [Other],Race_Deaths [Unknown],Race_Deaths [White],Ethnicity_Deaths [Hispanic/Latino],Ethnicity_Deaths [Non-Hispanic/Latino],Ethnicity_Deaths [Unknown],pullTime,ICU,Age_Cases [0-1],Age_Cases [01-04],Age_Cases [05-09],Age_Cases [10-17],Age_Cases [18-29],Age_Cases [30-39],Age_Cases [40-49],Age_Cases [50-59],Age_Cases [60-69],Age_Cases [70-79],Age_Cases [80+],Age_Cases [Missing/Unknown],Age_Deaths [0-1],Age_Deaths [01-04],Age_Deaths [05-09],Age_Deaths [10-17],Age_Deaths [18-29],Age_Deaths [30-39],Age_Deaths [40-49],Age_Deaths [50-59],Age_Deaths [60-69],Age_Deaths [70-79],Age_Deaths [80+],Age_Deaths [Missing/Unknown],Age_Hospitalizations [0-1],Age_Hospitalizations [01-04],Age_Hospitalizations [05-09],Age_Hospitalizations [10-17],Age_Hospitalizations [18-29],Age_Hospitalizations [30-39],Age_Hospitalizations [40-49],Age_Hospitalizations [50-59],Age_Hospitalizations [60-69],Age_Hospitalizations [70-79],Age_Hospitalizations [80+],Age_Hospitalizations [Missing/Unknown],Ethnicity_Hospitalizations [Hispanic/Latino],Ethnicity_Hospitalizations [Non-Hispanic/Latino],Ethnicity_Hospitalizations [Unknown],Race_Hospitalizations [African-American/Black],Race_Hospitalizations [American Indian/Alaska Native],Race_Hospitalizations [Asian],Race_Hospitalizations [Native Hawaiian/Pacific Islander],Race_Hospitalizations [Other],Race_Hospitalizations [Unknown],Race_Hospitalizations [White],Age_Deaths [Unknown],Age_Hospitalizations [Unknown]
Georgia,GA,2020-05-21,7231.0,1783,40665,407748.0,1220.0,26026.0,13013.0,407.0,21552.0,1220.0,17893.0,47.0,592.0,13891.0,25.0,2515.0,10937.0,12658.0,4588.0,20934.0,15143.0,4.0,28.0,872.0,2.0,26.0,25.0,826.0,73.0,1676.0,34.0,2020-05-21 21:02:24.498165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-22,7319.0,1808,41523,427249.0,1246.0,26575.0,13287.0,415.0,22007.0,1246.0,18270.0,48.0,602.0,14109.0,26.0,2572.0,11197.0,12969.0,4738.0,21370.0,15415.0,4.0,28.0,887.0,2.0,26.0,26.0,835.0,76.0,1700.0,32.0,2020-05-22 20:09:43.633165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-23,7375.0,1823,42257,453537.0,1268.0,27044.0,13522.0,423.0,22396.0,1268.0,18593.0,49.0,606.0,14216.0,26.0,2649.0,11623.0,13088.0,4798.0,21599.0,15860.0,4.0,28.0,894.0,2.0,26.0,29.0,840.0,76.0,1708.0,39.0,2020-05-23 20:48:44.879841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-24,7395.0,1827,42923,481889.0,1288.0,27471.0,13735.0,429.0,22749.0,1288.0,18886.0,49.0,610.0,14277.0,26.0,2673.0,12105.0,13183.0,4857.0,21704.0,16362.0,4.0,28.0,894.0,2.0,26.0,32.0,841.0,76.0,1709.0,42.0,2020-05-24 20:39:01.649169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-25,7450.0,1849,43407,510545.0,1302.0,27780.0,13890.0,434.0,23006.0,1302.0,19099.0,49.0,614.0,14365.0,27.0,2725.0,12322.0,13305.0,4937.0,21883.0,16587.0,4.0,28.0,904.0,2.0,26.0,38.0,847.0,76.0,1721.0,52.0,2020-05-25 20:56:55.615637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-26,7587.0,1899,44026,514945.0,1321.0,28177.0,13648.0,881.0,23334.0,1321.0,19371.0,48.0,631.0,14563.0,28.0,2828.0,12334.0,13594.0,5167.0,22267.0,16592.0,4.0,28.0,924.0,2.0,30.0,42.0,869.0,80.0,1760.0,59.0,2020-05-26 21:07:42.374395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-27,7686.0,1944,44642,518591.0,1339.0,28571.0,13839.0,893.0,23660.0,1339.0,19642.0,48.0,654.0,14756.0,30.0,2872.0,12290.0,13992.0,5389.0,22715.0,16538.0,4.0,29.0,942.0,2.0,32.0,38.0,897.0,81.0,1810.0,53.0,2020-05-27 20:53:52.682864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-28,7776.0,1973,45291,523359.0,1359.0,28986.0,14040.0,906.0,24004.0,1359.0,19928.0,49.0,662.0,14894.0,33.0,2919.0,12462.0,14272.0,5576.0,23045.0,16670.0,4.0,29.0,958.0,3.0,31.0,30.0,918.0,81.0,1849.0,43.0,2020-05-28 20:20:23.518750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-29,7860.0,2003,45874,532007.0,1376.0,29818.0,14221.0,459.0,24313.0,917.0,20643.0,52.0,674.0,15046.0,36.0,2957.0,12590.0,14519.0,5799.0,23314.0,16761.0,4.0,30.0,978.0,3.0,31.0,30.0,927.0,80.0,1878.0,45.0,2020-05-29 20:15:37.794487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-30,7873.0,2005,46349,539641.0,1390.0,30127.0,14368.0,463.0,24565.0,1390.0,20394.0,52.0,678.0,15122.0,36.0,2972.0,12866.0,14623.0,5848.0,23468.0,17033.0,4.0,30.0,979.0,3.0,31.0,30.0,928.0,80.0,1879.0,46.0,2020-05-30 19:55:05.329572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-05-31,7897.0,2053,47096,553986.0,1884.0,30612.0,14600.0,0.0,24961.0,942.0,21193.0,53.0,684.0,15213.0,38.0,3041.0,13293.0,14774.0,5937.0,23682.0,17477.0,4.0,31.0,1007.0,4.0,35.0,12.0,960.0,83.0,1947.0,23.0,2020-05-31 20:14:57.894411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-06-01,8257.0,2089,47916,562815.0,1917.0,31145.0,14854.0,0.0,25395.0,958.0,21562.0,53.0,692.0,15395.0,40.0,3121.0,13495.0,15120.0,6142.0,24042.0,17732.0,4.0,31.0,1024.0,4.0,34.0,15.0,977.0,84.0,1977.0,28.0,2020-06-01 20:12:26.515092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,2020-06-02,8334.0,2102,48207,565034.0,,,,216.0,,,,53.0,700.0,15483.0,39.0,3131.0,13495.0,15306.0,6224.0,24228.0,17755.0,4.0,31.0,1031.0,4.0,36.0,12.0,984.0,87.0,1990.0,25.0,2020-06-02 00:00:00,1821.0,97.0,233.0,342.0,1104.0,7239.0,7542.0,8066.0,8594.0,6650.0,4281.0,3843.0,,0.0,0.0,0.0,1.0,10.0,35.0,72.0,169.0,409.0,566.0,840.0,,9.0,11.0,3.0,40.0,353.0,657.0,1020.0,1538.0,1793.0,1539.0,1362.0,,992.0,6124.0,1218.0,4213.0,14.0,139.0,9.0,540.0,575.0,2844.0,0.0,9.0
Georgia,GA,2020-06-03,8419.0,2123,48894,573816.0,,,,253.0,,,,53.0,721.0,15709.0,41.0,3168.0,13507.0,15695.0,6476.0,24637.0,17781.0,4.0,31.0,1039.0,4.0,37.0,12.0,996.0,88.0,2008.0,27.0,2020-06-03 00:00:00,1841.0,99.0,243.0,352.0,1131.0,7418.0,7626.0,8181.0,8707.0,6694.0,4338.0,3852.0,,0.0,0.0,0.0,1.0,10.0,35.0,73.0,171.0,413.0,573.0,847.0,,9.0,11.0,4.0,40.0,364.0,664.0,1027.0,1557.0,1805.0,1556.0,1373.0,,1012.0,6193.0,1214.0,4241.0,14.0,141.0,8.0,552.0,570.0,2893.0,0.0,9.0
Georgia,GA,2020-06-04,8557.0,2147,49847,590356.0,,,,255.0,,,,54.0,736.0,15887.0,45.0,3238.0,13848.0,16039.0,6699.0,25012.0,18136.0,4.0,31.0,1042.0,5.0,39.0,17.0,1009.0,91.0,2021.0,35.0,2020-06-04 00:00:00,1872.0,106.0,249.0,364.0,1182.0,7658.0,7765.0,8340.0,8833.0,6808.0,4400.0,3887.0,,0.0,0.0,0.0,1.0,10.0,36.0,73.0,176.0,416.0,579.0,856.0,,9.0,11.0,4.0,40.0,372.0,679.0,1047.0,1587.0,1824.0,1578.0,1395.0,,1042.0,6286.0,1229.0,4286.0,15.0,141.0,10.0,573.0,585.0,2947.0,0.0,11.0
Georgia,GA,2020-06-05,8646.0,2174,50621,604467.0,,,,211.0,,,,55.0,752.0,16137.0,47.0,3341.0,13907.0,16382.0,6897.0,25455.0,18269.0,4.0,32.0,1058.0,5.0,40.0,11.0,1024.0,93.0,2053.0,28.0,2020-06-05 00:00:00,1897.0,106.0,257.0,381.0,1226.0,7859.0,7904.0,8471.0,8947.0,6898.0,4449.0,3912.0,,0.0,0.0,0.0,1.0,10.0,38.0,74.0,179.0,420.0,588.0,863.0,,9.0,12.0,4.0,40.0,389.0,689.0,1056.0,1608.0,1840.0,1591.0,1400.0,,1070.0,6353.0,1223.0,4323.0,13.0,144.0,10.0,589.0,585.0,2982.0,1.0,8.0
Georgia,GA,2020-06-06,8682.0,2178,51359,622122.0,,,,209.0,,,,57.0,769.0,16309.0,48.0,3466.0,14064.0,16646.0,7098.0,25810.0,18451.0,4.0,32.0,1059.0,5.0,41.0,14.0,1023.0,93.0,2055.0,30.0,2020-06-06 00:00:00,1907.0,108.0,266.0,400.0,1272.0,8083.0,8042.0,8597.0,9034.0,6944.0,4478.0,3926.0,,0.0,0.0,0.0,1.0,10.0,38.0,74.0,181.0,420.0,591.0,863.0,,9.0,12.0,4.0,40.0,393.0,691.0,1061.0,1622.0,1845.0,1598.0,1399.0,,1081.0,6374.0,1227.0,4336.0,13.0,144.0,10.0,595.0,587.0,2997.0,0.0,8.0
Georgia,GA,2020-06-07,8685.0,2180,51898,636859.0,,,,227.0,,,,57.0,771.0,16376.0,48.0,3482.0,14453.0,16711.0,7137.0,25905.0,18856.0,4.0,32.0,1060.0,5.0,41.0,14.0,1024.0,93.0,2057.0,30.0,2020-06-07 00:00:00,1909.0,110.0,272.0,416.0,1299.0,8233.0,8120.0,8679.0,9114.0,6977.0,4502.0,3949.0,,0.0,0.0,0.0,1.0,10.0,38.0,75.0,181.0,420.0,592.0,863.0,,9.0,12.0,4.0,40.0,393.0,690.0,1060.0,1623.0,1846.0,1599.0,1400.0,,1081.0,6377.0,1227.0,4339.0,13.0,144.0,10.0,595.0,587.0,2997.0,0.0,9.0
Georgia,GA,2020-06-08,8746.0,2208,52497,648730.0,,,,206.0,,,,57.0,783.0,16538.0,48.0,3524.0,14608.0,16939.0,7294.0,26238.0,18965.0,4.0,32.0,1077.0,5.0,41.0,10.0,1039.0,99.0,2082.0,27.0,2020-06-08 00:00:00,1925.0,113.0,284.0,422.0,1316.0,8393.0,8240.0,8782.0,9220.0,7025.0,4527.0,3969.0,,0.0,0.0,0.0,1.0,10.0,38.0,76.0,184.0,426.0,600.0,873.0,,10.0,12.0,4.0,39.0,400.0,694.0,1068.0,1636.0,1858.0,1610.0,1406.0,,1099.0,6428.0,1219.0,4364.0,13.0,145.0,10.0,608.0,587.0,3019.0,0.0,9.0
Georgia,GA,2020-06-09,8872.0,2285,53249,656411.0,,,,209.0,,,,59.0,810.0,16779.0,49.0,3615.0,14652.0,17285.0,7558.0,26682.0,19009.0,4.0,35.0,1108.0,6.0,44.0,25.0,1063.0,104.0,2135.0,46.0,2020-06-09 00:00:00,1960.0,112.0,297.0,436.0,1344.0,8565.0,8378.0,8920.0,9323.0,7104.0,4561.0,4000.0,,0.0,0.0,0.0,1.0,10.0,40.0,79.0,191.0,435.0,617.0,911.0,,10.0,12.0,4.0,40.0,409.0,705.0,1073.0,1675.0,1881.0,1627.0,1425.0,,1130.0,6508.0,1234.0,4412.0,13.0,150.0,10.0,622.0,602.0,3063.0,1.0,11.0
Georgia,GA,2020-06-10,8974.0,2329,53980,670575.0,,,,222.0,,,,59.0,825.0,16965.0,53.0,3666.0,14786.0,17626.0,7789.0,27054.0,19137.0,4.0,35.0,1123.0,6.0,49.0,33.0,1079.0,106.0,2158.0,65.0,2020-06-10 00:00:00,1991.0,121.0,309.0,450.0,1391.0,8748.0,8520.0,9040.0,9406.0,7151.0,4593.0,4029.0,,0.0,0.0,0.0,1.0,10.0,41.0,83.0,195.0,442.0,627.0,929.0,,12.0,13.0,4.0,41.0,417.0,722.0,1080.0,1693.0,1899.0,1644.0,1438.0,,1148.0,6592.0,1234.0,4453.0,13.0,152.0,11.0,630.0,609.0,3106.0,1.0,11.0
Georgia,GA,2020-06-11,9073.0,2375,54973,686441.0,,,,235.0,,,,60.0,849.0,17144.0,55.0,3748.0,15015.0,18102.0,8050.0,27512.0,19411.0,4.0,35.0,1134.0,6.0,52.0,39.0,1105.0,111.0,2189.0,75.0,2020-06-11 00:00:00,2006.0,126.0,322.0,468.0,1432.0,9006.0,8709.0,9184.0,9557.0,7235.0,4628.0,4071.0,,0.0,0.0,0.0,1.0,10.0,42.0,83.0,200.0,445.0,640.0,954.0,,12.0,14.0,4.0,42.0,421.0,732.0,1099.0,1715.0,1921.0,1656.0,1448.0,,1175.0,6657.0,1241.0,4482.0,13.0,152.0,11.0,646.0,616.0,3153.0,0.0,9.0
Georgia,GA,2020-06-12,9181.0,2418,55783,696549.0,,,,201.0,,,,61.0,870.0,17370.0,55.0,3852.0,15096.0,18479.0,8269.0,28072.0,19442.0,4.0,38.0,1163.0,5.0,53.0,24.0,1131.0,115.0,2259.0,44.0,2020-06-12 00:00:00,2021.0,126.0,334.0,484.0,1482.0,9244.0,8826.0,9323.0,9665.0,7317.0,4669.0,4112.0,,0.0,0.0,0.0,1.0,10.0,42.0,84.0,203.0,451.0,651.0,976.0,,12.0,14.0,4.0,42.0,427.0,747.0,1118.0,1731.0,1949.0,1673.0,1456.0,,1206.0,6737.0,1238.0,4521.0,13.0,153.0,10.0,675.0,618.0,3191.0,0.0,8.0
Georgia,GA,2020-06-13,9224.0,2446,56801,712362.0,,,,247.0,,,,63.0,883.0,17543.0,58.0,3953.0,15550.0,18751.0,8489.0,28444.0,19868.0,4.0,39.0,1173.0,5.0,57.0,32.0,1136.0,115.0,2273.0,58.0,2020-06-13 00:00:00,2029.0,127.0,345.0,498.0,1534.0,9520.0,9028.0,9474.0,9796.0,7388.0,4702.0,4142.0,,0.0,0.0,0.0,1.0,10.0,42.0,84.0,206.0,456.0,660.0,987.0,,12.0,14.0,4.0,44.0,430.0,751.0,1122.0,1739.0,1959.0,1680.0,1461.0,,1214.0,6772.0,1238.0,4536.0,13.0,153.0,11.0,681.0,620.0,3210.0,0.0,8.0
Georgia,GA,2020-06-14,9248.0,2451,57681,730451.0,,,,269.0,,,,64.0,891.0,17638.0,58.0,3999.0,16164.0,18867.0,8573.0,28633.0,20475.0,4.0,38.0,1176.0,5.0,57.0,32.0,1139.0,116.0,2277.0,58.0,2020-06-14 00:00:00,2034.0,128.0,354.0,514.0,1574.0,9796.0,9189.0,9616.0,9907.0,7446.0,4730.0,4158.0,,0.0,0.0,0.0,1.0,10.0,42.0,85.0,206.0,456.0,661.0,990.0,,12.0,14.0,4.0,45.0,432.0,757.0,1124.0,1742.0,1964.0,1680.0,1462.0,,1218.0,6789.0,1241.0,4546.0,13.0,153.0,11.0,684.0,623.0,3218.0,0.0,12.0
Georgia,GA,2020-06-15,9322.0,2494,58414,742191.0,,,,219.0,,,,64.0,901.0,17807.0,59.0,4067.0,16436.0,19080.0,8743.0,28936.0,20735.0,4.0,38.0,1195.0,5.0,59.0,37.0,1156.0,120.0,2307.0,67.0,2020-06-15 00:00:00,2043.0,136.0,365.0,528.0,1619.0,10004.0,9320.0,9751.0,10014.0,7516.0,4763.0,4179.0,,0.0,0.0,0.0,1.0,10.0,44.0,88.0,208.0,465.0,672.0,1006.0,,12.0,14.0,4.0,45.0,444.0,768.0,1140.0,1759.0,1977.0,1688.0,1463.0,,1240.0,6829.0,1253.0,4574.0,13.0,155.0,11.0,703.0,625.0,3241.0,0.0,8.0
Georgia,GA,2020-06-16,9454.0,2529,59078,746579.0,,,,217.0,,,,63.0,932.0,18110.0,60.0,4198.0,16063.0,19652.0,9090.0,29580.0,20408.0,4.0,39.0,1219.0,5.0,51.0,20.0,1191.0,121.0,2373.0,35.0,2020-06-16 00:00:00,2065.0,130.0,377.0,538.0,1648.0,10189.0,9425.0,9854.0,10098.0,7595.0,4800.0,4207.0,,0.0,0.0,0.0,1.0,10.0,44.0,91.0,208.0,477.0,680.0,1018.0,,8.0,14.0,4.0,46.0,456.0,781.0,1168.0,1782.0,2008.0,1702.0,1476.0,,1274.0,6935.0,1245.0,4620.0,13.0,156.0,11.0,726.0,622.0,3306.0,0.0,9.0
Georgia,GA,2020-06-17,9543.0,2575,60030,762336.0,,,,214.0,,,,63.0,946.0,18443.0,61.0,4314.0,16069.0,20134.0,9372.0,30196.0,20462.0,4.0,39.0,1237.0,5.0,51.0,23.0,1216.0,122.0,2413.0,40.0,2020-06-17 00:00:00,2084.0,130.0,396.0,559.0,1695.0,10461.0,9595.0,10027.0,10231.0,7659.0,4821.0,4242.0,,0.0,0.0,0.0,1.0,11.0,45.0,94.0,211.0,480.0,690.0,1043.0,,8.0,15.0,4.0,47.0,466.0,792.0,1179.0,1794.0,2027.0,1713.0,1489.0,,1298.0,7009.0,1236.0,4662.0,14.0,157.0,11.0,737.0,616.0,3346.0,0.0,9.0
Georgia,GA,2020-06-18,9663.0,2605,60912,777724.0,,,,219.0,,,,65.0,985.0,18882.0,61.0,4425.0,15740.0,20754.0,9686.0,31019.0,20207.0,4.0,40.0,1251.0,5.0,53.0,17.0,1235.0,126.0,2445.0,34.0,2020-06-18 00:00:00,2109.0,130.0,407.0,568.0,1754.0,10702.0,9746.0,10170.0,10359.0,7726.0,4859.0,4272.0,,0.0,0.0,0.0,1.0,11.0,44.0,96.0,217.0,490.0,696.0,1050.0,,8.0,15.0,4.0,50.0,468.0,801.0,1197.0,1820.0,2050.0,1731.0,1510.0,,1326.0,7108.0,1229.0,4706.0,14.0,161.0,11.0,753.0,602.0,3416.0,0.0,9.0
Georgia,GA,2020-06-19,9772.0,2636,62009,797435.0,,,,262.0,,,,64.0,1009.0,19114.0,65.0,4534.0,16004.0,21219.0,9968.0,31576.0,20465.0,4.0,41.0,1265.0,5.0,53.0,19.0,1249.0,126.0,2472.0,38.0,2020-06-19 00:00:00,2122.0,138.0,418.0,592.0,1816.0,11026.0,9915.0,10327.0,10489.0,7812.0,4904.0,4310.0,,0.0,0.0,0.0,1.0,11.0,44.0,100.0,220.0,494.0,706.0,1060.0,,8.0,15.0,4.0,53.0,475.0,819.0,1207.0,1846.0,2067.0,1746.0,1523.0,,1353.0,7186.0,1233.0,4734.0,14.0,164.0,11.0,768.0,605.0,3476.0,0.0,9.0
Georgia,GA,2020-06-20,9837.0,2642,63809,825802.0,,,,269.0,,,,66.0,1034.0,19369.0,65.0,4631.0,17021.0,21623.0,10209.0,32177.0,21423.0,4.0,42.0,1267.0,5.0,53.0,18.0,1253.0,126.0,2480.0,36.0,2020-06-20 00:00:00,2140.0,149.0,461.0,632.0,1940.0,11568.0,10232.0,10608.0,10698.0,7946.0,4957.0,4349.0,,0.0,0.0,0.0,1.0,11.0,45.0,100.0,221.0,492.0,709.0,1063.0,,8.0,16.0,5.0,54.0,480.0,833.0,1214.0,1854.0,2083.0,1750.0,1532.0,,1364.0,7265.0,1208.0,4761.0,14.0,168.0,11.0,773.0,604.0,3506.0,0.0,8.0
Georgia,GA,2020-06-21,9864.0,2643,64701,838066.0,,,,283.0,,,,67.0,1042.0,19523.0,67.0,4695.0,17504.0,21803.0,10340.0,32497.0,21864.0,4.0,44.0,1270.0,5.0,54.0,7.0,1259.0,127.0,2493.0,23.0,2020-06-21 00:00:00,2144.0,153.0,475.0,648.0,1976.0,11878.0,10401.0,10748.0,10796.0,8009.0,4976.0,4358.0,,0.0,0.0,0.0,1.0,11.0,45.0,100.0,221.0,492.0,710.0,1063.0,,8.0,16.0,5.0,54.0,485.0,836.0,1219.0,1857.0,2090.0,1753.0,1533.0,,1373.0,7296.0,1195.0,4775.0,14.0,171.0,11.0,778.0,596.0,3519.0,0.0,8.0
Georgia,GA,2020-06-22,9953.0,2648,65928,849712.0,,,,259.0,,,,67.0,1047.0,19683.0,66.0,4803.0,18137.0,22125.0,10505.0,32914.0,22509.0,4.0,44.0,1273.0,5.0,54.0,8.0,1260.0,127.0,2497.0,24.0,2020-06-22 00:00:00,2155.0,158.0,491.0,671.0,2052.0,12278.0,10633.0,10925.0,10957.0,8096.0,5026.0,4382.0,,0.0,0.0,0.0,1.0,11.0,45.0,100.0,222.0,493.0,710.0,1066.0,,8.0,17.0,5.0,55.0,493.0,848.0,1226.0,1870.0,2110.0,1764.0,1549.0,,1392.0,7362.0,1199.0,4802.0,14.0,172.0,11.0,798.0,603.0,3553.0,0.0,8.0
Georgia,GA,2020-06-23,10121.0,2687,67675,873159.0,,,,280.0,,,,69.0,1070.0,20114.0,65.0,4999.0,18624.0,22734.0,11103.0,34229.0,22343.0,4.0,44.0,1284.0,5.0,59.0,10.0,1281.0,129.0,2531.0,27.0,2020-06-23 00:00:00,2173.0,160.0,512.0,698.0,2156.0,12882.0,10981.0,11171.0,11147.0,8201.0,5079.0,4408.0,,0.0,0.0,0.0,1.0,11.0,45.0,102.0,222.0,504.0,719.0,1082.0,,8.0,17.0,5.0,56.0,519.0,863.0,1244.0,1907.0,2141.0,1787.0,1565.0,,1443.0,7490.0,1188.0,4868.0,14.0,174.0,11.0,829.0,609.0,3616.0,1.0,9.0
Georgia,GA,2020-06-24,10313.0,2698,69381,885593.0,,,,258.0,,,,71.0,1110.0,20798.0,73.0,5226.0,18481.0,23622.0,11458.0,35056.0,22867.0,4.0,44.0,1289.0,5.0,59.0,14.0,1283.0,130.0,2538.0,30.0,2020-06-24 00:00:00,2206.0,175.0,524.0,722.0,2243.0,13496.0,11316.0,11433.0,11307.0,8313.0,5142.0,4452.0,,0.0,0.0,0.0,1.0,11.0,46.0,103.0,224.0,504.0,722.0,1086.0,,11.0,17.0,5.0,58.0,542.0,882.0,1271.0,1940.0,2174.0,1816.0,1589.0,,1484.0,7631.0,1198.0,4957.0,14.0,176.0,11.0,850.0,617.0,3688.0,1.0,8.0
Georgia,GA,2020-06-25,10457.0,2745,71095,903647.0,,,,238.0,,,,72.0,1127.0,21174.0,80.0,5391.0,18992.0,24259.0,11819.0,35868.0,23408.0,4.0,44.0,1308.0,5.0,61.0,15.0,1308.0,134.0,2578.0,33.0,2020-06-25 00:00:00,2222.0,189.0,550.0,766.0,2343.0,14052.0,11639.0,11694.0,11501.0,8429.0,5202.0,4492.0,,0.0,0.0,0.0,1.0,12.0,46.0,105.0,227.0,512.0,736.0,1105.0,,12.0,18.0,5.0,59.0,551.0,907.0,1292.0,1967.0,2197.0,1839.0,1602.0,,1524.0,7718.0,1215.0,5009.0,14.0,179.0,11.0,871.0,631.0,3742.0,1.0,8.0
Georgia,GA,2020-06-26,10605.0,2770,72995,920634.0,,,,235.0,,,,71.0,1151.0,21600.0,83.0,5513.0,19682.0,24895.0,12166.0,36764.0,24065.0,4.0,44.0,1319.0,5.0,64.0,17.0,1317.0,135.0,2599.0,36.0,2020-06-26 00:00:00,2244.0,207.0,568.0,804.0,2434.0,14671.0,11999.0,11976.0,11724.0,8568.0,5268.0,4541.0,,0.0,0.0,0.0,1.0,13.0,47.0,106.0,231.0,515.0,744.0,1112.0,,12.0,19.0,5.0,61.0,565.0,929.0,1312.0,1997.0,2222.0,1855.0,1620.0,,1551.0,7840.0,1214.0,5075.0,13.0,179.0,12.0,890.0,635.0,3801.0,1.0,8.0
Georgia,GA,2020-06-27,10689.0,2776,74985,942778.0,,,,221.0,,,,71.0,1163.0,21884.0,84.0,5688.0,20724.0,25371.0,12381.0,37389.0,25215.0,4.0,44.0,1319.0,5.0,64.0,16.0,1324.0,134.0,2612.0,30.0,2020-06-27 00:00:00,2261.0,219.0,598.0,844.0,2519.0,15407.0,12371.0,12276.0,11933.0,8690.0,5320.0,4587.0,,0.0,0.0,0.0,1.0,13.0,47.0,106.0,232.0,516.0,745.0,1115.0,,13.0,19.0,5.0,61.0,575.0,943.0,1329.0,2008.0,2234.0,1865.0,1629.0,,1580.0,7899.0,1210.0,5098.0,13.0,181.0,13.0,913.0,640.0,3831.0,1.0,8.0
Georgia,GA,2020-06-28,10711.0,2778,77210,962402.0,,,,236.0,,,,71.0,1187.0,22192.0,89.0,5810.0,22103.0,25758.0,12565.0,38050.0,26595.0,4.0,44.0,1319.0,5.0,64.0,16.0,1326.0,135.0,2613.0,30.0,2020-06-28 00:00:00,2268.0,227.0,617.0,878.0,2632.0,16220.0,12766.0,12574.0,12184.0,8823.0,5404.0,4649.0,,0.0,0.0,0.0,1.0,13.0,47.0,106.0,232.0,517.0,746.0,1115.0,,13.0,19.0,5.0,60.0,581.0,945.0,1332.0,2009.0,2241.0,1865.0,1632.0,,1589.0,7912.0,1210.0,5105.0,13.0,182.0,12.0,917.0,641.0,3841.0,1.0,9.0
Georgia,GA,2020-06-29,10824.0,2784,79417,981802.0,,,,239.0,,,,71.0,1198.0,22417.0,89.0,5976.0,23563.0,26103.0,12725.0,38571.0,28121.0,3.0,44.0,1320.0,5.0,65.0,18.0,1329.0,137.0,2617.0,30.0,2020-06-29 00:00:00,2289.0,245.0,644.0,915.0,2726.0,17009.0,13169.0,12900.0,12446.0,8951.0,5468.0,4705.0,,0.0,0.0,0.0,1.0,13.0,47.0,106.0,233.0,517.0,748.0,1118.0,,15.0,19.0,5.0,62.0,598.0,958.0,1342.0,2032.0,2257.0,1882.0,1646.0,,1616.0,7990.0,1218.0,5129.0,12.0,182.0,12.0,962.0,638.0,3889.0,1.0,8.0
Georgia,GA,2020-07-01,11275.0,2827,84237,1014288.0,,,,235.0,,,,71.0,1268.0,23908.0,90.0,6569.0,24484.0,27847.0,13645.0,41321.0,29271.0,3.0,47.0,1338.0,5.0,71.0,21.0,1342.0,142.0,2647.0,38.0,2020-07-01 00:00:00,2357.0,289.0,720.0,1001.0,3016.0,18450.0,14029.0,13608.0,13064.0,9331.0,5658.0,4836.0,,0.0,0.0,0.0,1.0,14.0,48.0,106.0,236.0,523.0,763.0,1135.0,,15.0,21.0,6.0,69.0,649.0,1013.0,1413.0,2116.0,2331.0,1927.0,1707.0,,1713.0,8281.0,1281.0,5308.0,12.0,194.0,12.0,1019.0,697.0,4033.0,1.0,8.0
Georgia,GA,2020-07-02,11500.0,2849,87709,1045977.0,,,,204.0,,,,71.0,1291.0,24795.0,90.0,6993.0,25740.0,28729.0,14079.0,42764.0,30866.0,3.0,47.0,1350.0,5.0,70.0,14.0,1360.0,142.0,2676.0,31.0,2020-07-02 00:00:00,2389.0,323.0,776.0,1064.0,3274.0,19632.0,14701.0,14081.0,13445.0,9576.0,5755.0,4878.0,,0.0,0.0,0.0,1.0,14.0,50.0,107.0,238.0,526.0,766.0,1146.0,,15.0,21.0,6.0,72.0,670.0,1047.0,1466.0,2163.0,2361.0,1944.0,1727.0,,1766.0,8429.0,1305.0,5403.0,12.0,197.0,12.0,1046.0,721.0,4109.0,1.0,8.0
